antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'duty-free-exports_y'}),"frozenset({'adoption-of-the-budget-resolution_y', 'physician-fee-freeze_n'})",0.4,0.503448275862069,0.3218390804597701,0.8045977011494252,1.598173515981735,0.12045977011494252,2.541176470588234,0.6238095238095238
"frozenset({'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y'})",frozenset({'physician-fee-freeze_n'}),0.39770114942528734,0.5678160919540229,0.33793103448275863,0.8497109826589596,1.4964545646018117,0.11210992205046905,2.8756852343059256,0.5508126914888094
"frozenset({'export-administration-act-south-africa_y', 'physician-fee-freeze_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.3816091954022989,0.5816091954022988,0.33793103448275863,0.8855421686746988,1.5225725034525455,0.11598361738670895,3.6554143980641265,0.555016058467997
"frozenset({'adoption-of-the-budget-resolution_y', 'physician-fee-freeze_n'})",frozenset({'export-administration-act-south-africa_y'}),0.503448275862069,0.6183908045977011,0.33793103448275863,0.6712328767123288,1.0854509344604573,0.026603250099088427,1.1607279693486592,0.15854119425548022
"frozenset({'anti-satellite-test-ban_y', 'el-salvador-aid_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.432183908045977,0.5816091954022988,0.3931034482758621,0.9095744680851064,1.5638928601463293,0.1417413132514203,4.626910074374581,0.6350119563415965
"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'el-salvador-aid_n'}),0.46206896551724136,0.4781609195402299,0.3931034482758621,0.8507462686567164,1.7792049368541907,0.17216012683313517,3.4963218390804602,0.8141400509821564
"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'anti-satellite-test-ban_y'}),0.432183908045977,0.5494252873563218,0.3931034482758621,0.9095744680851064,1.6555016469331436,0.155650680406923,4.982826233941856,0.6973269881857141
frozenset({'anti-satellite-test-ban_y'}),"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",0.5494252873563218,0.432183908045977,0.3931034482758621,0.7154811715481172,1.6555016469331436,0.155650680406923,1.9957065584854632,0.8787743167442416
frozenset({'el-salvador-aid_n'}),"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",0.4781609195402299,0.46206896551724136,0.3931034482758621,0.8221153846153847,1.779204936854191,0.17216012683313517,3.024044734389563,0.8392456913208131
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'anti-satellite-test-ban_y', 'el-salvador-aid_n'})",0.5816091954022988,0.432183908045977,0.3931034482758621,0.6758893280632412,1.5638928601463293,0.1417413132514203,1.7519203812727786,0.8618019407493094
"frozenset({'aid-to-nicaraguan-contras_y', 'el-salvador-aid_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.4689655172413793,0.5816091954022988,0.42758620689655175,0.911764705882353,1.5676586840269706,0.15483154974237023,4.7417624521072845,0.6818880044686498
"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'el-salvador-aid_n'}),0.4942528735632184,0.4781609195402299,0.42758620689655175,0.8651162790697675,1.8092576028622542,0.19125379838816225,3.8688069758224355,0.8844086021505376
"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.432183908045977,0.5563218390804597,0.42758620689655175,0.9893617021276596,1.7783981009319503,0.18715286035143353,41.70574712643694,0.7708414957990513
frozenset({'aid-to-nicaraguan-contras_y'}),"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",0.5563218390804597,0.432183908045977,0.42758620689655175,0.7685950413223142,1.7783981009319503,0.18715286035143353,2.4537766830870287,0.986517354727283
frozenset({'el-salvador-aid_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",0.4781609195402299,0.4942528735632184,0.42758620689655175,0.8942307692307693,1.809257602862254,0.19125379838816225,4.781609195402301,0.8571360901899484
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'aid-to-nicaraguan-contras_y', 'el-salvador-aid_n'})",0.5816091954022988,0.4689655172413793,0.42758620689655175,0.7351778656126483,1.5676586840269706,0.15483154974237023,2.0052496139989713,0.8654732364409784
"frozenset({'mx-missile_y', 'el-salvador-aid_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.4114942528735632,0.5816091954022988,0.367816091954023,0.8938547486033519,1.536864883962285,0.12848725062755978,3.941681790683604,0.5935791015625
"frozenset({'mx-missile_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'el-salvador-aid_n'}),0.41379310344827586,0.4781609195402299,0.367816091954023,0.8888888888888888,1.8589743589743588,0.16995640110978993,4.696551724137929,0.788235294117647
"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'mx-missile_y'}),0.432183908045977,0.47586206896551725,0.367816091954023,0.851063829787234,1.788467468393463,0.1621561632976615,3.519211822660098,0.776417004048583
frozenset({'mx-missile_y'}),"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",0.47586206896551725,0.432183908045977,0.367816091954023,0.7729468599033816,1.788467468393463,0.1621561632976615,2.500807043286867,0.8411184210526316
frozenset({'el-salvador-aid_n'}),"frozenset({'mx-missile_y', 'adoption-of-the-budget-resolution_y'})",0.4781609195402299,0.41379310344827586,0.367816091954023,0.7692307692307693,1.858974358974359,0.16995640110978993,2.540229885057472,0.8854625550660793
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'mx-missile_y', 'el-salvador-aid_n'})",0.5816091954022988,0.4114942528735632,0.367816091954023,0.6324110671936759,1.536864883962285,0.12848725062755978,1.6009887529353604,0.8349244505494505
"frozenset({'el-salvador-aid_n', 'education-spending_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.4068965517241379,0.5816091954022988,0.3701149425287356,0.9096045197740112,1.563944530046225,0.1334601664684899,4.628448275862066,0.6079734219269104
"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'education-spending_n'}),0.432183908045977,0.535632183908046,0.3701149425287356,0.8563829787234042,1.5988265911788875,0.13862333201215482,3.233375904640271,0.6596172706012523
"frozenset({'education-spending_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'el-salvador-aid_n'}),0.46206896551724136,0.4781609195402299,0.3701149425287356,0.8009950248756219,1.6751578645235363,0.1491716210860087,2.622241379310345,0.7492435101130753
frozenset({'el-salvador-aid_n'}),"frozenset({'education-spending_n', 'adoption-of-the-budget-resolution_y'})",0.4781609195402299,0.46206896551724136,0.3701149425287356,0.7740384615384616,1.6751578645235363,0.1491716210860087,2.380630961115187,0.7723479355350643
frozenset({'education-spending_n'}),"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",0.535632183908046,0.432183908045977,0.3701149425287356,0.6909871244635193,1.5988265911788877,0.13862333201215482,1.8375159642401018,0.8065617120718283
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'el-salvador-aid_n', 'education-spending_n'})",0.5816091954022988,0.4068965517241379,0.3701149425287356,0.6363636363636364,1.563944530046225,0.1334601664684899,1.631034482758621,0.8618524332810048
"frozenset({'superfund-right-to-sue_n', 'el-salvador-aid_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.37471264367816093,0.5816091954022988,0.3471264367816092,0.9263803680981595,1.5927883799316183,0.12919011758488574,5.683141762452106,0.5951986754966889
"frozenset({'superfund-right-to-sue_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'el-salvador-aid_n'}),0.3954022988505747,0.4781609195402299,0.3471264367816092,0.877906976744186,1.8360073792486584,0.15806050997489762,4.274110563765737,0.7531286984110998
"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'superfund-right-to-sue_n'}),0.432183908045977,0.46206896551724136,0.3471264367816092,0.8031914893617021,1.738250238170848,0.14742766547760605,2.7332712022367196,0.7479690055500444
frozenset({'superfund-right-to-sue_n'}),"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",0.46206896551724136,0.432183908045977,0.3471264367816092,0.7512437810945274,1.738250238170848,0.14742766547760605,2.2826206896551726,0.7895228391917135
frozenset({'el-salvador-aid_n'}),"frozenset({'superfund-right-to-sue_n', 'adoption-of-the-budget-resolution_y'})",0.4781609195402299,0.3954022988505747,0.3471264367816092,0.7259615384615384,1.8360073792486582,0.15806050997489762,2.2062512603347444,0.8725676109344458
"frozenset({'crime_n', 'el-salvador-aid_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.35172413793103446,0.5816091954022988,0.3310344827586207,0.9411764705882353,1.6182283189955824,0.12646848989298456,7.112643678160918,0.589317375886525
"frozenset({'crime_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'el-salvador-aid_n'}),0.3632183908045977,0.4781609195402299,0.3310344827586207,0.9113924050632911,1.9060370009737098,0.15735764301757166,5.889326765188833,0.7464901724829522
"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'crime_n'}),0.432183908045977,0.39080459770114945,0.3310344827586207,0.7659574468085106,1.959949937421777,0.16213502444180208,2.6029258098223615,0.8625730994152047
frozenset({'crime_n'}),"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",0.39080459770114945,0.432183908045977,0.3310344827586207,0.8470588235294118,1.9599499374217773,0.16213502444180208,3.712643678160919,0.8039832285115304
frozenset({'el-salvador-aid_n'}),"frozenset({'crime_n', 'adoption-of-the-budget-resolution_y'})",0.4781609195402299,0.3632183908045977,0.3310344827586207,0.6923076923076923,1.9060370009737098,0.15735764301757166,2.069540229885057,0.9109153206069505
"frozenset({'el-salvador-aid_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'export-administration-act-south-africa_y'}),0.432183908045977,0.6183908045977011,0.30344827586206896,0.7021276595744681,1.1354108993118723,0.036189721231338345,1.2811165845648607,0.21003557845663104
"frozenset({'el-salvador-aid_n', 'export-administration-act-south-africa_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.3333333333333333,0.5816091954022988,0.30344827586206896,0.9103448275862069,1.565217391304348,0.10957854406130269,4.666666666666669,0.5416666666666666
"frozenset({'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y'})",frozenset({'el-salvador-aid_n'}),0.39770114942528734,0.4781609195402299,0.30344827586206896,0.7630057803468209,1.595709204090707,0.11328312855066719,2.2019063638912257,0.6198241961600739
frozenset({'el-salvador-aid_n'}),"frozenset({'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y'})",0.4781609195402299,0.39770114942528734,0.30344827586206896,0.6346153846153846,1.595709204090707,0.11328312855066719,1.6483968542044767,0.7153918034975304
"frozenset({'aid-to-nicaraguan-contras_y', 'anti-satellite-test-ban_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.4827586206896552,0.5816091954022988,0.4298850574712644,0.8904761904761904,1.531055900621118,0.14910820451843043,3.820089955022487,0.6705882352941177
"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'anti-satellite-test-ban_y'}),0.4942528735632184,0.5494252873563218,0.4298850574712644,0.8697674418604652,1.5830495280723949,0.1583300303871053,3.459770114942531,0.7282450170150705
"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.46206896551724136,0.5563218390804597,0.4298850574712644,0.9303482587064678,1.6723202170963367,0.17282600079270716,6.369950738916265,0.7473604826546005
frozenset({'aid-to-nicaraguan-contras_y'}),"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",0.5563218390804597,0.46206896551724136,0.4298850574712644,0.7727272727272728,1.6723202170963367,0.17282600079270716,2.366896551724139,0.9061261810423653
frozenset({'anti-satellite-test-ban_y'}),"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",0.5494252873563218,0.4942528735632184,0.4298850574712644,0.7824267782426779,1.5830495280723949,0.1583300303871053,2.3244916003536704,0.8174178762414055
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'aid-to-nicaraguan-contras_y', 'anti-satellite-test-ban_y'})",0.5816091954022988,0.4827586206896552,0.4298850574712644,0.7391304347826088,1.5310559006211182,0.14910820451843043,1.9827586206896552,0.8290239172592113
"frozenset({'mx-missile_y', 'anti-satellite-test-ban_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.41839080459770117,0.5816091954022988,0.3701149425287356,0.8846153846153845,1.5209790209790208,0.1267750033029462,3.626053639846739,0.5889328063241106
"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'mx-missile_y'}),0.46206896551724136,0.47586206896551725,0.3701149425287356,0.8009950248756219,1.6832504145936982,0.1502338485929449,2.633793103448276,0.7545787545787546
"frozenset({'mx-missile_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'anti-satellite-test-ban_y'}),0.41379310344827586,0.5494252873563218,0.3701149425287356,0.8944444444444444,1.6279637377963738,0.14276654776060246,4.268602540834843,0.6580197296309828
frozenset({'anti-satellite-test-ban_y'}),"frozenset({'mx-missile_y', 'adoption-of-the-budget-resolution_y'})",0.5494252873563218,0.41379310344827586,0.3701149425287356,0.6736401673640168,1.6279637377963738,0.14276654776060246,1.7961980548187448,0.8560970972239828
frozenset({'mx-missile_y'}),"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",0.47586206896551725,0.46206896551724136,0.3701149425287356,0.7777777777777777,1.683250414593698,0.1502338485929449,2.4206896551724126,0.774436090225564
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'mx-missile_y', 'anti-satellite-test-ban_y'})",0.5816091954022988,0.41839080459770117,0.3701149425287356,0.6363636363636364,1.5209790209790208,0.1267750033029462,1.5994252873563217,0.8186813186813184
"frozenset({'anti-satellite-test-ban_y', 'education-spending_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.42298850574712643,0.5816091954022988,0.3793103448275862,0.8967391304347826,1.5418241965973536,0.13329634033557933,4.05178463399879,0.6090305444887117
"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'education-spending_n'}),0.46206896551724136,0.535632183908046,0.3793103448275862,0.8208955223880597,1.5325731855742746,0.1318113357114546,2.59272030651341,0.6459984459984459
"frozenset({'education-spending_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'anti-satellite-test-ban_y'}),0.46206896551724136,0.5494252873563218,0.3793103448275862,0.8208955223880597,1.4940985449322428,0.12543797066983753,2.515708812260537,0.614763014763015
frozenset({'anti-satellite-test-ban_y'}),"frozenset({'education-spending_n', 'adoption-of-the-budget-resolution_y'})",0.5494252873563218,0.46206896551724136,0.3793103448275862,0.690376569037657,1.4940985449322428,0.12543797066983753,1.7373718546132342,0.7339517625231913
frozenset({'education-spending_n'}),"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",0.535632183908046,0.46206896551724136,0.3793103448275862,0.7081545064377681,1.5325731855742744,0.1318113357114546,1.8432048681541573,0.7483348334833482
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'anti-satellite-test-ban_y', 'education-spending_n'})",0.5816091954022988,0.42298850574712643,0.3793103448275862,0.6521739130434783,1.5418241965973536,0.13329634033557933,1.6589080459770116,0.8399267399267399
"frozenset({'superfund-right-to-sue_n', 'anti-satellite-test-ban_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.39080459770114945,0.5816091954022988,0.35172413793103446,0.8999999999999999,1.5474308300395256,0.12442859030254985,4.183908045977008,0.580712788259958
"frozenset({'superfund-right-to-sue_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'anti-satellite-test-ban_y'}),0.3954022988505747,0.5494252873563218,0.35172413793103446,0.8895348837209301,1.6190279264376763,0.13448011626370723,4.078886872353294,0.6323964313228461
"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'superfund-right-to-sue_n'}),0.46206896551724136,0.46206896551724136,0.35172413793103446,0.7611940298507462,1.6473602138560928,0.1382164090368609,2.2525862068965514,0.7305178481649072
frozenset({'superfund-right-to-sue_n'}),"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",0.46206896551724136,0.46206896551724136,0.35172413793103446,0.7611940298507462,1.6473602138560928,0.1382164090368609,2.2525862068965514,0.7305178481649072
frozenset({'anti-satellite-test-ban_y'}),"frozenset({'superfund-right-to-sue_n', 'adoption-of-the-budget-resolution_y'})",0.5494252873563218,0.3954022988505747,0.35172413793103446,0.6401673640167365,1.6190279264376766,0.13448011626370723,1.680219192729217,0.8485727624383087
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'superfund-right-to-sue_n', 'anti-satellite-test-ban_y'})",0.5816091954022988,0.39080459770114945,0.35172413793103446,0.6047430830039525,1.5474308300395254,0.12442859030254985,1.5412643678160918,0.8455433455433453
"frozenset({'crime_n', 'anti-satellite-test-ban_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.34022988505747126,0.5816091954022988,0.32413793103448274,0.9527027027027026,1.638046148915714,0.12625710133439028,8.84597701149424,0.5903822868015914
"frozenset({'crime_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'anti-satellite-test-ban_y'}),0.3632183908045977,0.5494252873563218,0.32413793103448274,0.8924050632911391,1.6242518934378474,0.12457656229356584,4.187694388100063,0.6035537803722764
"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'crime_n'}),0.46206896551724136,0.39080459770114945,0.32413793103448274,0.7014925373134329,1.7949956101843723,0.14355925485533094,2.0408045977011495,0.8233315148208766
frozenset({'crime_n'}),"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",0.39080459770114945,0.46206896551724136,0.32413793103448274,0.8294117647058823,1.7949956101843723,0.14355925485533094,3.153388822829963,0.7270172621437173
"frozenset({'anti-satellite-test-ban_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'export-administration-act-south-africa_y'}),0.46206896551724136,0.6183908045977011,0.3218390804597701,0.6965174129353234,1.126338567386118,0.036099881093935804,1.257433578292821,0.2085164835164836
"frozenset({'anti-satellite-test-ban_y', 'export-administration-act-south-africa_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.3954022988505747,0.5816091954022988,0.3218390804597701,0.813953488372093,1.3994852468057726,0.09186946756506806,2.2488505747126437,0.4721347093970669
"frozenset({'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y'})",frozenset({'anti-satellite-test-ban_y'}),0.39770114942528734,0.5494252873563218,0.3218390804597701,0.8092485549132948,1.472900089486541,0.10333201215484214,2.362103796586556,0.5330697928026173
"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.4413793103448276,0.5816091954022988,0.3931034482758621,0.890625,1.5313117588932808,0.13639318271898537,3.8252873563218395,0.6211103891415783
"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'mx-missile_y'}),0.4942528735632184,0.47586206896551725,0.3931034482758621,0.7953488372093024,1.6713852376137515,0.15790725326991678,2.5611285266457684,0.7942583732057416
"frozenset({'mx-missile_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.41379310344827586,0.5563218390804597,0.3931034482758621,0.9500000000000001,1.7076446280991737,0.16290130796670632,8.873563218390817,0.7069143446852425
frozenset({'aid-to-nicaraguan-contras_y'}),"frozenset({'mx-missile_y', 'adoption-of-the-budget-resolution_y'})",0.5563218390804597,0.41379310344827586,0.3931034482758621,0.706611570247934,1.7076446280991737,0.16290130796670632,1.998057309373483,0.9340059994545951
frozenset({'mx-missile_y'}),"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",0.47586206896551725,0.4942528735632184,0.3931034482758621,0.8260869565217391,1.6713852376137512,0.15790725326991678,2.908045977011495,0.7663896583564176
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'aid-to-nicaraguan-contras_y', 'mx-missile_y'})",0.5816091954022988,0.4413793103448276,0.3931034482758621,0.6758893280632412,1.531311758893281,0.13639318271898537,1.723549201009252,0.829284750337382
"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.4459770114942529,0.5816091954022988,0.4114942528735632,0.922680412371134,1.586426795974084,0.15210992205046903,5.411187739463598,0.6672152808363663
"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'education-spending_n'}),0.4942528735632184,0.535632183908046,0.4114942528735632,0.8325581395348838,1.5543467411917358,0.1467565068040692,2.7733077905491705,0.7051802945657693
"frozenset({'education-spending_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.46206896551724136,0.5563218390804597,0.4114942528735632,0.8905472636815921,1.6007771062045149,0.154435196195006,4.053605015673983,0.6976794155565108
frozenset({'aid-to-nicaraguan-contras_y'}),"frozenset({'education-spending_n', 'adoption-of-the-budget-resolution_y'})",0.5563218390804597,0.46206896551724136,0.4114942528735632,0.7396694214876034,1.6007771062045149,0.154435196195006,2.066338259441708,0.8458911048716244
frozenset({'education-spending_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",0.535632183908046,0.4942528735632184,0.4114942528735632,0.7682403433476395,1.5543467411917355,0.1467565068040692,2.1822051936994464,0.7680181425963825
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'aid-to-nicaraguan-contras_y', 'education-spending_n'})",0.5816091954022988,0.4459770114942529,0.4114942528735632,0.7075098814229249,1.586426795974084,0.15210992205046903,1.8941596769182976,0.8835103444041992
"frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.4045977011494253,0.5816091954022988,0.3793103448275862,0.9375,1.611907114624506,0.1439926014004492,6.694252873563219,0.6375804375804376
"frozenset({'superfund-right-to-sue_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.3954022988505747,0.5563218390804597,0.3793103448275862,0.9593023255813953,1.7243657505285412,0.15933941075439292,10.901806239737256,0.6948035487959443
"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'superfund-right-to-sue_n'}),0.4942528735632184,0.46206896551724136,0.3793103448275862,0.7674418604651162,1.6608816383200278,0.15093143083630597,2.3131034482758612,0.7867768595041321
frozenset({'superfund-right-to-sue_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",0.46206896551724136,0.4942528735632184,0.3793103448275862,0.8208955223880597,1.6608816383200278,0.15093143083630597,2.8237547892720314,0.7397047397047397
frozenset({'aid-to-nicaraguan-contras_y'}),"frozenset({'superfund-right-to-sue_n', 'adoption-of-the-budget-resolution_y'})",0.5563218390804597,0.3954022988505747,0.3793103448275862,0.6818181818181819,1.7243657505285415,0.15933941075439292,1.9001642036124797,0.946804835924007
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'superfund-right-to-sue_n', 'aid-to-nicaraguan-contras_y'})",0.5816091954022988,0.4045977011494253,0.3793103448275862,0.6521739130434783,1.6119071146245059,0.1439926014004492,1.7117816091954023,0.9073260073260073
"frozenset({'crime_n', 'aid-to-nicaraguan-contras_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.367816091954023,0.5816091954022988,0.34942528735632183,0.95,1.633399209486166,0.13550006605892456,8.367816091954015,0.6133971291866029
"frozenset({'crime_n', 'adoption-of-the-budget-resolution_y'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.3632183908045977,0.5563218390804597,0.34942528735632183,0.9620253164556961,1.729260382885239,0.1473589641960629,11.683524904214533,0.6622648679460384
"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'crime_n'}),0.4942528735632184,0.39080459770114945,0.34942528735632183,0.7069767441860465,1.8090287277701778,0.15626899194081117,2.0790001824484583,0.8842703349282295
frozenset({'crime_n'}),"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",0.39080459770114945,0.4942528735632184,0.34942528735632183,0.8941176470588235,1.8090287277701778,0.15626899194081117,4.776500638569601,0.7341112214498509
frozenset({'aid-to-nicaraguan-contras_y'}),"frozenset({'crime_n', 'adoption-of-the-budget-resolution_y'})",0.5563218390804597,0.3632183908045977,0.34942528735632183,0.628099173553719,1.729260382885239,0.1473589641960629,1.712234993614304,0.9505044995909463
frozenset({'adoption-of-the-budget-resolution_y'}),"frozenset({'crime_n', 'aid-to-nicaraguan-contras_y'})",0.5816091954022988,0.367816091954023,0.34942528735632183,0.6007905138339921,1.633399209486166,0.13550006605892456,1.5835893934221008,0.9268363215731636
"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'duty-free-exports_y'}),0.4942528735632184,0.4,0.31724137931034485,0.6418604651162791,1.6046511627906979,0.11954022988505747,1.6753246753246755,0.7450592885375492
"frozenset({'aid-to-nicaraguan-contras_y', 'duty-free-exports_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.3471264367816092,0.5816091954022988,0.31724137931034485,0.9139072847682119,1.5713425647200483,0.11534945171092617,4.859770114942529,0.556924882629108
"frozenset({'adoption-of-the-budget-resolution_y', 'duty-free-exports_y'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.3471264367816092,0.5563218390804597,0.31724137931034485,0.9139072847682119,1.6427672267527778,0.12412736160655308,5.153492484526968,0.5993059808124107
frozenset({'duty-free-exports_y'}),"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",0.4,0.4942528735632184,0.31724137931034485,0.7931034482758621,1.6046511627906976,0.11954022988505747,2.444444444444445,0.6280193236714975
"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'export-administration-act-south-africa_y'}),0.4942528735632184,0.6183908045977011,0.3425287356321839,0.6930232558139534,1.1206881646062072,0.03688730347469943,1.2431208638105187,0.21293471629042096
"frozenset({'aid-to-nicaraguan-contras_y', 'export-administration-act-south-africa_y'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.38620689655172413,0.5816091954022988,0.3425287356321839,0.8869047619047619,1.5249153020892152,0.11790725326991675,3.6994555353901983,0.5608174345826106
"frozenset({'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y'})",frozenset({'aid-to-nicaraguan-contras_y'}),0.39770114942528734,0.5563218390804597,0.3425287356321839,0.861271676300578,1.5481536330196342,0.12127890077949532,3.198180076628352,0.5878631077411753
frozenset({'aid-to-nicaraguan-contras_y'}),"frozenset({'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y'})",0.5563218390804597,0.39770114942528734,0.3425287356321839,0.615702479338843,1.5481536330196344,0.12127890077949532,1.5672722778395751,0.7980317835657406
"frozenset({'mx-missile_y', 'education-spending_n'})",frozenset({'adoption-of-the-budget-resolution_y'}),0.3931034482758621,0.5816091954022988,0.3563218390804598,0.9064327485380117,1.558491089383538,0.12768925881886645,4.471551724137932,0.5904692082111438
"frozenset({'mx-missile_y', 'adoption-of-the-budget-resolution_y'})",frozenset({'education-spending_n'}),0.41379310344827586,0.535632183908046,0.3563218390804598,0.8611111111111112,1.607653791130186,0.1346809353943718,3.34344827586207,0.6447817836812144
